"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
06-22-24,1,서울특별시 도봉구 방학제2동 413-1,서울특별시 도봉구 방학제2동 413-1,127.028827,37.669181,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-05-24,1,서울특별시 도봉구 도당로13나길63-3,서울특별시 도봉구 방학제2동 641-19,127.037758,37.66783,2014-02-27,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-24,1,서울특별시 도봉구 방학제2동 629-15,서울특별시 도봉구 방학제2동 629-15,127.034671,37.667411,2007-05-10,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-02-24,1,서울특별시 도봉구 시루봉로 264-1,서울특별시 도봉구 방학제2동 624-24,127.038526,37.670408,2015-05-11,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-24,1,서울특별시 도봉구 방학제2동 393-14,서울특별시 도봉구 방학제2동 393-14,127.031636,37.670962,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-01-24,1,서울특별시 도봉구 도당로19길 65,서울특별시 도봉구 방학제2동 624-32,127.03941,37.669442,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-03-24,1,서울특별시 도봉구 방학제2동 659-28,서울특별시 도봉구 방학제2동 659-28,127.039089,37.667341,2006-12-28,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-24,1,서울특별시 도봉구 시루봉로 247,서울특별시 도봉구 방학제2동 600-8,127.036725,37.669789,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-25,1,서울특별시 도봉구 시루봉로 245-26,서울특별시 도봉구 방학제2동 155-8,127.036536,37.669976,2006-12-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-25,1,서울특별시 도봉구 방학제2동 393-4,서울특별시 도봉구 방학제2동 393-4,127.031636,37.670914,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-25,1,서울특별시 도봉구 시루봉로15길 97-8,서울특별시 도봉구 방학제2동 413-20,127.028744,37.668994,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-14-25,1,서울특별시 도봉구 도당로15길 13,서울특별시 도봉구 방학제2동 633-24,127.036483,37.66622,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-25,1,서울특별시 도봉구 방학제2동 620-6,서울특별시 도봉구 방학제2동 620-6,127.03377,37.66731,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-02-25,1,서울특별시 도봉구 시루봉로 270,서울특별시 도봉구 방학제2동 624-27,127.039072,37.670647,2015-05-11,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-25,1,서울특별시 도봉구 방학제2동 408-10,서울특별시 도봉구 방학제2동 408-10,127.029765,37.66929,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-12,1,서울특별시 도봉구 쌍문제1동 495-54,서울특별시 도봉구 쌍문제1동 495-54,127.015857,37.655104,2010-03-17,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-12,1,서울특별시 도봉구 쌍문제1동 486-34,서울특별시 도봉구 쌍문제1동 486-34,127.017945,37.655529,2006-05-26,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-01-12,1,서울특별시 도봉구 노해로157,서울특별시 도봉구 쌍문제1동 346,127.026628,37.648687,2013-10-11,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-12,2,서울특별시 도봉구 우이천로50길 26,서울특별시 도봉구 쌍문제1동 524-18,127.016783,37.656716,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-12,1,서울특별시 도봉구 쌍문제1동 471-7,서울특별시 도봉구 쌍문제1동 471-7,127.018492,37.649286,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-11-12,1,서울특별시 도봉구 우이천로38라길 20,서울특별시 도봉구 쌍문제1동 460-321,127.024048,37.65299,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-12-12,1,서울특별시 도봉구 쌍문제1동 460-109,서울특별시 도봉구 쌍문제1동 460-109,127.02252,37.652233,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-22-12,1,서울특별시 도봉구 쌍문제1동 486-76,서울특별시 도봉구 쌍문제1동 486-76,127.018965,37.655902,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-24-12,1,서울특별시 도봉구 삼양로154길373,서울특별시 도봉구 쌍문제1동 509-11,127.01463,37.657023,2012-10-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-13,1,서울특별시 도봉구 쌍문제1동 495-57,서울특별시 도봉구 쌍문제1동 495-57,127.015746,37.654932,2006-12-11,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-18-13,1,서울특별시 도봉구 쌍문제1동 505-11,서울특별시 도봉구 쌍문제1동 505-11,127.013985,37.654527,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-13,1,서울특별시 도봉구 삼양로162가길 72,서울특별시 도봉구 쌍문제1동 산308-6,127.014858,37.661248,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-13,1,서울특별시 도봉구 쌍문제1동 486-21,서울특별시 도봉구 쌍문제1동 486-21,127.017752,37.655574,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-14-13,1,서울특별시 도봉구 시루봉로1길 118,서울특별시 도봉구 쌍문제1동 460-216,127.022607,37.653652,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-13,1,서울특별시 도봉구 쌍문제1동 523-10,서울특별시 도봉구 쌍문제1동 523-10,127.016934,37.656791,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-13,1,서울특별시 도봉구 쌍문제1동 445-5,서울특별시 도봉구 쌍문제1동 445-5,127.022278,37.650679,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-11-13,1,서울특별시 도봉구 쌍문제1동 460-323,서울특별시 도봉구 쌍문제1동 460-323,127.024194,37.653015,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-13,2,서울특별시 도봉구 우이천로32길 35-3,서울특별시 도봉구 쌍문제1동 363-1,127.024668,37.649201,2006-02-16,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-04-13,1,서울특별시 도봉구 쌍문제1동 357-2,서울특별시 도봉구 쌍문제1동 357-2,127.025708,37.649088,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-01-13,1,서울특별시 도봉구 노해로41길 21-2,서울특별시 도봉구 쌍문제1동 305-2,127.02598,37.64953,2014-10-28,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-15-13,1,서울특별시 도봉구 쌍문제1동 470-12,서울특별시 도봉구 쌍문제1동 470-12,127.01808,37.653697,2007-11-22,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-09-13,1,서울특별시 도봉구 쌍문제1동 286-24,서울특별시 도봉구 쌍문제1동 286-24,127.023771,37.650441,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-13,1,서울특별시 도봉구 쌍문제1동 417-17,서울특별시 도봉구 쌍문제1동 417-17,127.018599,37.649057,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-03-13,1,서울특별시 도봉구 쌍문제1동 281-29,서울특별시 도봉구 쌍문제1동 281-29,127.025553,37.650618,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-12-13,1,서울특별시 도봉구 쌍문제1동 460-81,서울특별시 도봉구 쌍문제1동 460-81,127.022364,37.65241,2007-04-06,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-22-13,1,서울특별시 도봉구 쌍문제1동 22-1,서울특별시 도봉구 쌍문제1동 22-1,127.019331,37.656109,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-24-13,1,서울특별시 도봉구 삼양로154길 373,서울특별시 도봉구 쌍문제1동 509-1,127.014596,37.656617,2012-10-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-16-13,1,서울특별시 도봉구 쌍문제1동 420-63,서울특별시 도봉구 쌍문제1동 420-63,127.015509,37.649358,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-20-13,1,서울특별시 도봉구 쌍문제1동 490-12,서울특별시 도봉구 쌍문제1동 490-12,127.016243,37.655531,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-12-14,1,서울특별시 도봉구 쌍문제1동 460-86,서울특별시 도봉구 쌍문제1동 460-86,127.022505,37.652454,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-15-14,1,서울특별시 도봉구 쌍문제1동 470-13,서울특별시 도봉구 쌍문제1동 470-13,127.018238,37.653635,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-14-14,1,서울특별시 도봉구 쌍문제1동 460-217,서울특별시 도봉구 쌍문제1동 460-217,127.022656,37.653551,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-16-14,1,서울특별시 도봉구 삼양로144나길 43,서울특별시 도봉구 쌍문제1동 420-45,127.015773,37.649247,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-14,1,서울특별시 도봉구 우이천로39길 52,서울특별시 도봉구 쌍문제1동 417-16,127.018719,37.648823,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-28-03,1,서울특별시 도봉구 도당로11길 5,서울특별시 도봉구 방학제2동 664,127.034713,37.66418,2007-10-10,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-03,1,서울특별시 도봉구 방학제2동 384-10,서울특별시 도봉구 방학제2동 384-10,127.03419,37.669022,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-20-04,2,서울특별시 도봉구 시루봉로17길 48-22,서울특별시 도봉구 방학제2동 394-5,127.032099,37.670219,2007-11-12,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-17-04,1,서울특별시 도봉구 도당로13다길 9-11,서울특별시 도봉구 방학제2동 632-36,127.034206,37.665745,2008-02-11,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-11-04,1,서울특별시 도봉구 시루봉로15나길 20,서울특별시 도봉구 방학제2동 603-21,127.03372,37.668389,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-25-04,1,서울특별시 도봉구 도당로13마길 34,서울특별시 도봉구 방학제2동 618-2,127.032293,37.666393,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-04-04,1,서울특별시 도봉구 도당로13가길 34-3,서울특별시 도봉구 방학제2동 660-23,127.037368,37.666451,2007-05-22,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-02-04,1,서울특별시 도봉구 방학제2동 644-4,서울특별시 도봉구 방학제2동 644-4,127.038139,37.6689,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-07-04,1,서울특별시 도봉구 도당로13바길 95,서울특별시 도봉구 방학제2동 623-28,127.038035,37.669552,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-05-04,1,서울특별시 도봉구 방학제2동 639-2,서울특별시 도봉구 방학제2동 639-2,127.036254,37.667531,2010-03-26,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-04,1,서울특별시 도봉구 도당로17길 51,서울특별시 도봉구 방학제2동 628-38,127.036372,37.668313,2006-10-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-19-16,1,서울특별시 도봉구 창제5동 749-18,서울특별시 도봉구 창제5동 749-18,127.042601,37.659593,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-02-16,1,서울특별시 도봉구 창제5동 700-48,서울특별시 도봉구 창제5동 700-48,127.038208,37.652123,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-05-16,1,서울특별시 도봉구 창제5동 715-20,서울특별시 도봉구 창제5동 715-20,127.040114,37.654238,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-20-16,1,서울특별시 도봉구 창제5동 746-60,서울특별시 도봉구 창제5동 746-60,127.043173,37.661211,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-16-16,1,서울특별시 도봉구 노해로63다길 62,서울특별시 도봉구 창제5동 135-20,127.045743,37.655526,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-18-17,1,서울특별시 도봉구 창제5동 731-31,서울특별시 도봉구 창제5동 731-31,127.041539,37.657264,2006-09-27,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-05-17,1,서울특별시 도봉구 도당로130길119,서울특별시 도봉구 창제5동 715-70,127.040433,37.654116,2013-07-05,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-19-17,1,서울특별시 도봉구 도봉로136길 19,서울특별시 도봉구 창제5동 749-19,127.042589,37.659286,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-16-17,2,서울특별시 도봉구 창제5동 241-14,서울특별시 도봉구 창제5동 241-14,127.04544,37.655499,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-20-17,1,서울특별시 도봉구 창제5동 746-29,서울특별시 도봉구 창제5동 746-29,127.043087,37.661067,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-07-17,1,서울특별시 도봉구 노해로63나길 17,서울특별시 도봉구 창제5동 261-12,127.044218,37.654015,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-19-18,1,서울특별시 도봉구 창제5동 749-15,서울특별시 도봉구 창제5동 749-15,127.042618,37.659852,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-07-18,1,서울특별시 도봉구 창제5동 261-11,서울특별시 도봉구 창제5동 261-11,127.044626,37.653922,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-02-18,1,서울특별시 도봉구 창제5동 700-108,서울특별시 도봉구 창제5동 700-108,127.037956,37.651699,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-05-18,1,서울특별시 도봉구 도봉로130길 7,서울특별시 도봉구 창제5동 715-32,127.039185,37.654646,2015-05-11,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-16-18,1,서울특별시 도봉구 노해로63다길 62-3,서울특별시 도봉구 창제5동 241-15,127.045434,37.655791,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-20-18,1,서울특별시 도봉구 도봉로140길 15-7,서울특별시 도봉구 창제5동 746-20,127.043036,37.66126,2015-05-11,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-18-18,1,서울특별시 도봉구 해등로16길 1-7,서울특별시 도봉구 창제5동 731-38,127.040718,37.656719,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-18-19,1,서울특별시 도봉구 창제5동 731-51,서울특별시 도봉구 창제5동 731-51,127.04051,37.657508,2007-07-06,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-20-19,1,서울특별시 도봉구 창제5동 746-29,서울특별시 도봉구 창제5동 746-29,127.042728,37.66124,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-19-19,1,서울특별시 도봉구 도봉로136길 19,서울특별시 도봉구 창제5동 749-17,127.042737,37.660138,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-16-19,1,서울특별시 도봉구 창제5동 241-12,서울특별시 도봉구 창제5동 241-12,127.045347,37.656003,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
13-07-19,1,서울특별시 도봉구 창제5동 258-10,서울특별시 도봉구 창제5동 258-10,127.04484,37.653869,2008-01-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-03-25,1,서울특별시 도봉구 도당로17길 14,서울특별시 도봉구 방학제2동 642-61,127.03789,37.667045,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-26,2,서울특별시 도봉구 방학제2동 414-3,서울특별시 도봉구 방학제2동 414-3,127.028574,37.669238,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-03-26,1,서울특별시 도봉구 도다로13가길63-4,서울특별시 도봉구 방학제2동 642-49,127.038272,37.667509,2012-08-08,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-26,1,서울특별시 도봉구 시루봉로 245-13,서울특별시 도봉구 방학제2동 601,127.036175,37.670056,2006-12-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-01-26,1,서울특별시 도봉구 도당로13라길118,서울특별시 도봉구 방학제2동 625-17,127.039253,37.669871,2012-10-25,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-26,1,서울특별시 도봉구 방학제2동 620-9,서울특별시 도봉구 방학제2동 620-9,127.033999,37.667523,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-26,1,서울특별시 도봉구 방학제2동 393-15,서울특별시 도봉구 방학제2동 393-15,127.032414,37.671256,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-26,1,서울특별시 도봉구 방학제2동 407-2,서울특별시 도봉구 방학제2동 407-2,127.029298,37.669403,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-14-26,1,서울특별시 도봉구 도당로15길 39,서울특별시 도봉구 방학제2동 635-25,127.035668,37.667093,2016-12-02,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-27,1,서울특별시 도봉구 시루봉로13길 65-10,서울특별시 도봉구 방학제2동 413-11,127.028347,37.669229,2007-10-04,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-03-27,1,서울특별시 도봉구 도당로13가길 63-4,서울특별시 도봉구 방학제2동 642-49,127.038239,37.667579,2016-05-16,독립주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-27,1,서울특별시 도봉구 방학제2동 408-4,서울특별시 도봉구 방학제2동 408-4,127.029304,37.669681,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-27,1,서울특별시 도봉구 시루봉로19길 6-12,서울특별시 도봉구 방학제2동 384-16,127.035049,37.669123,2016-12-02,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-27,1,서울특별시 도봉구 도당로15길15-6,서울특별시 도봉구 방학제2동 620-14,127.034467,37.667677,2012-07-31,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-27,1,서울특별시 도봉구 방학제2동 393-16,서울특별시 도봉구 방학제2동 393-16,127.032438,37.671361,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-28,1,서울특별시 도봉구 방학제2동 601-13,서울특별시 도봉구 방학제2동 601-13,127.03612,37.669785,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-12-28,1,서울특별시 도봉구 방학제2동 629-24,서울특별시 도봉구 방학제2동 629-24,127.035051,37.66708,2016-10-12,독립주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-28,1,서울특별시 도봉구 방학제2동 609-11,서울특별시 도봉구 방학제2동 609-11,127.02809,37.66961,2007-10-04,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-28,1,서울특별시 도봉구 방학제2동 393-17,서울특별시 도봉구 방학제2동 393-17,127.032456,37.671459,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-28,1,서울특별시 도봉구 방학제2동 411-10,서울특별시 도봉구 방학제2동 411-10,127.029248,37.669996,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-29,1,서울특별시 도봉구 시루봉로15길 76,서울특별시 도봉구 방학제2동 406-6,127.030206,37.669228,2015-01-05,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-29,1,서울특별시 도봉구 방학제2동 601-14,서울특별시 도봉구 방학제2동 601-14,127.036205,37.669677,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-29,1,서울특별시 도봉구 시루봉로15라길 69,서울특별시 도봉구 방학제2동 393-33,127.03293,37.671279,2015-05-11,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-29,1,서울특별시 도봉구 방학제2동 609-2,서울특별시 도봉구 방학제2동 609-2,127.028187,37.669487,2007-10-04,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-27-29,1,서울특별시 도봉구 방학제2동 668-30,서울특별시 도봉구 방학제2동 668-30,127.03255,37.662722,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-27-30,1,서울특별시 도봉구 방학제2동 304-49,서울특별시 도봉구 방학제2동 304-49,127.031046,37.663548,2006-07-28,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-21-30,1,서울특별시 도봉구 시루봉로15길 72-9,서울특별시 도봉구 방학제2동 406-5,127.030092,37.669531,2015-06-26,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-09-30,1,서울특별시 도봉구 방학제2동 601-6,서울특별시 도봉구 방학제2동 601-6,127.036514,37.669554,2006-12-20,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-30,1,서울특별시 도봉구 시루봉로15바길 38,서울특별시 도봉구 방학제2동 609-3,127.028279,37.669328,2007-10-04,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-10-30,1,서울특별시 도봉구 시루봉로15라길 59-44,서울특별시 도봉구 방학제2동 393-27,127.032341,37.671144,2016-05-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-31,2,서울특별시 도봉구 방학로 252-45,서울특별시 도봉구 방학제2동 608-50,127.028098,37.669193,2007-10-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-27-31,1,서울특별시 도봉구 도당로9길 44-29,서울특별시 도봉구 방학제2동 304-40,127.03098,37.664058,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-22-32,1,서울특별시 도봉구 방학제2동 608-28,서울특별시 도봉구 방학제2동 608-28,127.027953,37.669121,2007-10-04,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
06-27-32,1,서울특별시 도봉구 도당로13다길 64,서울특별시 도봉구 방학제2동 314-23,127.031458,37.664543,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-22-14,1,서울특별시 도봉구 쌍문제1동 22-6,서울특별시 도봉구 쌍문제1동 22-6,127.019651,37.656315,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-24-14,1,서울특별시 도봉구 우이천로481-1,서울특별시 도봉구 쌍문제1동 492-21,127.015389,37.656149,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-14,1,서울특별시 도봉구 쌍문제1동 359,서울특별시 도봉구 쌍문제1동 359,127.024689,37.649326,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-14,1,서울특별시 도봉구 쌍문제1동 산308-5,서울특별시 도봉구 쌍문제1동 산308-5,127.014828,37.660906,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-18-14,1,서울특별시 도봉구 쌍문제1동 503-39,서울특별시 도봉구 쌍문제1동 503-39,127.013691,37.654475,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-09-14,1,서울특별시 도봉구 쌍문제1동 294-25,서울특별시 도봉구 쌍문제1동 294-25,127.023764,37.650696,2007-09-21,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-03-14,1,서울특별시 도봉구 노해로45길 47,서울특별시 도봉구 쌍문제1동 281-33,127.025587,37.650831,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-14,1,서울특별시 도봉구 쌍문제1동 452-22,서울특별시 도봉구 쌍문제1동 452-22,127.022153,37.650859,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-14,2,서울특별시 도봉구 쌍문제1동 495-59,서울특별시 도봉구 쌍문제1동 495-59,127.015371,37.65483,2006-12-11,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-01-14,1,서울특별시 도봉구 쌍문제1동 309-27,서울특별시 도봉구 쌍문제1동 309-27,127.026726,37.650092,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-14,1,서울특별시 도봉구 쌍문제1동 485-68,서울특별시 도봉구 쌍문제1동 485-68,127.017504,37.655753,2006-03-28,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-04-14,1,서울특별시 도봉구 쌍문제1동 357-13,서울특별시 도봉구 쌍문제1동 357-13,127.025735,37.649215,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-17-14,2,서울특별시 도봉구 삼양로146길 10,서울특별시 도봉구 쌍문제1동 423-13,127.013156,37.652248,2007-01-02,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-20-14,1,서울특별시 도봉구 쌍문제1동 520-66,서울특별시 도봉구 쌍문제1동 520-66,127.016194,37.65532,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-11-14,1,서울특별시 도봉구 우이천로38라길 28-1,서울특별시 도봉구 쌍문제1동 460-318,127.024307,37.652958,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-15,1,서울특별시 도봉구 쌍문제1동 446-6,서울특별시 도봉구 쌍문제1동 446-6,127.021788,37.651015,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-15,1,서울특별시 도봉구 쌍문제1동 523-11,서울특별시 도봉구 쌍문제1동 523-11,127.016684,37.65713,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-15,1,서울특별시 도봉구 쌍문제1동 498-5,서울특별시 도봉구 쌍문제1동 498-5,127.015327,37.654625,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-22-15,1,서울특별시 도봉구 쌍문제1동 23-49,서울특별시 도봉구 쌍문제1동 23-49,127.019387,37.656428,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-15,1,서울특별시 도봉구 우이천로34나길 18,서울특별시 도봉구 쌍문제1동 362-2,127.024294,37.649363,2006-05-16,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-15,1,서울특별시 도봉구 쌍문제1동 414-299,서울특별시 도봉구 쌍문제1동 414-299,127.01898,37.648868,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-15,1,서울특별시 도봉구 쌍문제1동 533-25,서울특별시 도봉구 쌍문제1동 533-25,127.014789,37.660591,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-15-15,1,서울특별시 도봉구 쌍문제1동 470-14,서울특별시 도봉구 쌍문제1동 470-14,127.018078,37.653523,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
